split,image_stem,class_id,x_center,y_center,w,h,class_name,area_norm,aspect_ratio
train,IMG_4370_HEIC.rf.c3bfe99bbd9fdb380f4123f15ed89e17,3,0.220703125,0.759765625,0.1767578125,0.12890625,50,0.022785186767578125,1.371212121212121
train,IMG_4371_HEIC.rf.683ea7a8a0e673b86508ece5e37e74cb,2,0.7392578125,0.166015625,0.208984375,0.158203125,200,0.033061981201171875,1.3209876543209877
train,IMG_4371_HEIC.rf.683ea7a8a0e673b86508ece5e37e74cb,0,0.2314453125,0.2021484375,0.185546875,0.14453125,100,0.02681732177734375,1.2837837837837838
train,IMG_4371_HEIC.rf.683ea7a8a0e673b86508ece5e37e74cb,0,0.4716796875,0.267578125,0.189453125,0.14453125,100,0.02738189697265625,1.3108108108108107
train,IMG_4371_HEIC.rf.683ea7a8a0e673b86508ece5e37e74cb,1,0.6904296875,0.3818359375,0.224609375,0.16796875,1000,0.03772735595703125,1.3372093023255813
train,IMG_4371_HEIC.rf.683ea7a8a0e673b86508ece5e37e74cb,2,0.255859375,0.375,0.205078125,0.1494140625,200,0.030641555786132812,1.3725490196078431
train,IMG_4371_HEIC.rf.683ea7a8a0e673b86508ece5e37e74cb,2,0.51953125,0.4892578125,0.18359375,0.134765625,200,0.02474212646484375,1.3623188405797102
train,IMG_4371_HEIC.rf.683ea7a8a0e673b86508ece5e37e74cb,0,0.318359375,0.51171875,0.15625,0.119140625,100,0.01861572265625,1.3114754098360655
train,IMG_4371_HEIC.rf.683ea7a8a0e673b86508ece5e37e74cb,0,0.3984375,0.62109375,0.15625,0.1220703125,100,0.019073486328125,1.28
train,IMG_4371_HEIC.rf.683ea7a8a0e673b86508ece5e37e74cb,0,0.671875,0.6142578125,0.1865234375,0.1376953125,100,0.02568340301513672,1.3546099290780143
train,IMG_4371_HEIC.rf.683ea7a8a0e673b86508ece5e37e74cb,4,0.494140625,0.7548828125,0.1875,0.142578125,500,0.0267333984375,1.3150684931506849
train,IMG_4371_HEIC.rf.683ea7a8a0e673b86508ece5e37e74cb,3,0.298828125,0.7919921875,0.16796875,0.1298828125,50,0.021816253662109375,1.2932330827067668
train,IMG_4372_HEIC.rf.f62a38b47024d0c96d887a1aac372146,2,0.08984375,0.0634765625,0.1728515625,0.125,200,0.0216064453125,1.3828125
train,IMG_4372_HEIC.rf.f62a38b47024d0c96d887a1aac372146,0,0.3330078125,0.2392578125,0.1796875,0.138671875,100,0.0249176025390625,1.295774647887324
train,IMG_4372_HEIC.rf.f62a38b47024d0c96d887a1aac372146,0,0.5703125,0.30078125,0.1875,0.140625,100,0.0263671875,1.3333333333333333
train,IMG_4372_HEIC.rf.f62a38b47024d0c96d887a1aac372146,2,0.8310546875,0.19921875,0.1943359375,0.150390625,200,0.029226303100585938,1.2922077922077921
train,IMG_4372_HEIC.rf.f62a38b47024d0c96d887a1aac372146,2,0.3525390625,0.390625,0.197265625,0.1494140625,200,0.029474258422851562,1.3202614379084967
train,IMG_4372_HEIC.rf.f62a38b47024d0c96d887a1aac372146,1,0.787109375,0.41015625,0.224609375,0.1650390625,1000,0.03706932067871094,1.3609467455621302
train,IMG_4372_HEIC.rf.f62a38b47024d0c96d887a1aac372146,2,0.623046875,0.5146484375,0.177734375,0.1318359375,200,0.023431777954101562,1.348148148148148
train,IMG_4372_HEIC.rf.f62a38b47024d0c96d887a1aac372146,0,0.7705078125,0.6396484375,0.185546875,0.1357421875,100,0.025186538696289062,1.3669064748201438
train,IMG_4372_HEIC.rf.f62a38b47024d0c96d887a1aac372146,0,0.3232421875,0.552734375,0.158203125,0.1201171875,100,0.019002914428710938,1.3170731707317074
train,IMG_4372_HEIC.rf.f62a38b47024d0c96d887a1aac372146,0,0.4921875,0.625,0.1572265625,0.1171875,100,0.01842498779296875,1.3416666666666666
train,IMG_4372_HEIC.rf.f62a38b47024d0c96d887a1aac372146,3,0.3388671875,0.8369140625,0.1650390625,0.12890625,50,0.021274566650390625,1.2803030303030303
train,IMG_4372_HEIC.rf.f62a38b47024d0c96d887a1aac372146,4,0.5478515625,0.791015625,0.1826171875,0.140625,500,0.0256805419921875,1.2986111111111112
train,IMG_4372_HEIC.rf.f62a38b47024d0c96d887a1aac372146,1,0.8251953125,0.8701171875,0.2177734375,0.1630859375,1000,0.035515785217285156,1.3353293413173652
train,IMG_4373_HEIC.rf.9d9cf067a79f5d7efff332c899863d02,2,0.546875,0.150390625,0.197265625,0.1513671875,200,0.029859542846679688,1.303225806451613
train,IMG_4373_HEIC.rf.9d9cf067a79f5d7efff332c899863d02,2,0.78515625,0.2138671875,0.1982421875,0.150390625,200,0.029813766479492188,1.3181818181818181
train,IMG_4373_HEIC.rf.9d9cf067a79f5d7efff332c899863d02,0,0.298828125,0.251953125,0.1806640625,0.138671875,100,0.025053024291992188,1.3028169014084507
train,IMG_4373_HEIC.rf.9d9cf067a79f5d7efff332c899863d02,0,0.5302734375,0.314453125,0.18359375,0.140625,100,0.02581787109375,1.3055555555555556
train,IMG_4373_HEIC.rf.9d9cf067a79f5d7efff332c899863d02,1,0.7431640625,0.421875,0.21875,0.162109375,1000,0.03546142578125,1.3493975903614457
train,IMG_4373_HEIC.rf.9d9cf067a79f5d7efff332c899863d02,2,0.5791015625,0.5263671875,0.1767578125,0.1328125,200,0.02347564697265625,1.3308823529411764
train,IMG_4373_HEIC.rf.9d9cf067a79f5d7efff332c899863d02,0,0.7275390625,0.6474609375,0.185546875,0.1318359375,100,0.024461746215820312,1.4074074074074074
train,IMG_4373_HEIC.rf.9d9cf067a79f5d7efff332c899863d02,1,0.78515625,0.8740234375,0.2119140625,0.1591796875,1000,0.03373241424560547,1.3312883435582823
train,IMG_4373_HEIC.rf.9d9cf067a79f5d7efff332c899863d02,4,0.5078125,0.7978515625,0.189453125,0.1396484375,500,0.026456832885742188,1.3566433566433567
train,IMG_4373_HEIC.rf.9d9cf067a79f5d7efff332c899863d02,3,0.3046875,0.841796875,0.1630859375,0.126953125,50,0.020704269409179688,1.2846153846153847
train,IMG_4373_HEIC.rf.9d9cf067a79f5d7efff332c899863d02,0,0.4521484375,0.6357421875,0.1572265625,0.115234375,100,0.018117904663085938,1.3644067796610169
train,IMG_4373_HEIC.rf.9d9cf067a79f5d7efff332c899863d02,0,0.287109375,0.5615234375,0.1572265625,0.1171875,100,0.01842498779296875,1.3416666666666666
train,IMG_4373_HEIC.rf.9d9cf067a79f5d7efff332c899863d02,2,0.3154296875,0.40234375,0.19140625,0.1455078125,200,0.027851104736328125,1.3154362416107384
train,IMG_4373_HEIC.rf.9d9cf067a79f5d7efff332c899863d02,2,0.0712890625,0.0712890625,0.138671875,0.1337890625,200,0.018552780151367188,1.0364963503649636
train,IMG_4374_HEIC.rf.f6be1994a4b91108e613e58f4f1150eb,2,0.1376953125,0.1259765625,0.1669921875,0.1279296875,200,0.021363258361816406,1.3053435114503817
train,IMG_4374_HEIC.rf.f6be1994a4b91108e613e58f4f1150eb,2,0.59375,0.2060546875,0.1826171875,0.138671875,200,0.025323867797851562,1.3169014084507042
train,IMG_4374_HEIC.rf.f6be1994a4b91108e613e58f4f1150eb,2,0.818359375,0.2685546875,0.1845703125,0.140625,200,0.0259552001953125,1.3125
train,IMG_4374_HEIC.rf.f6be1994a4b91108e613e58f4f1150eb,0,0.36328125,0.298828125,0.16796875,0.1279296875,100,0.021488189697265625,1.3129770992366412
train,IMG_4374_HEIC.rf.f6be1994a4b91108e613e58f4f1150eb,0,0.5751953125,0.35546875,0.16796875,0.12890625,100,0.0216522216796875,1.303030303030303
train,IMG_4374_HEIC.rf.f6be1994a4b91108e613e58f4f1150eb,1,0.771484375,0.4609375,0.2060546875,0.15234375,1000,0.031391143798828125,1.3525641025641026
train,IMG_4374_HEIC.rf.f6be1994a4b91108e613e58f4f1150eb,2,0.6171875,0.5556640625,0.166015625,0.12109375,200,0.02010345458984375,1.3709677419354838
train,IMG_4374_HEIC.rf.f6be1994a4b91108e613e58f4f1150eb,2,0.1689453125,0.3662109375,0.15234375,0.12109375,200,0.0184478759765625,1.2580645161290323
train,IMG_4374_HEIC.rf.f6be1994a4b91108e613e58f4f1150eb,2,0.3720703125,0.4365234375,0.1806640625,0.1357421875,200,0.02452373504638672,1.330935251798561
train,IMG_4374_HEIC.rf.f6be1994a4b91108e613e58f4f1150eb,0,0.3388671875,0.5849609375,0.1416015625,0.1083984375,100,0.015349388122558594,1.3063063063063063
train,IMG_4374_HEIC.rf.f6be1994a4b91108e613e58f4f1150eb,0,0.4921875,0.654296875,0.1513671875,0.109375,100,0.0165557861328125,1.3839285714285714
train,IMG_4374_HEIC.rf.f6be1994a4b91108e613e58f4f1150eb,0,0.7529296875,0.6728515625,0.166015625,0.126953125,100,0.021076202392578125,1.3076923076923077
train,IMG_4374_HEIC.rf.f6be1994a4b91108e613e58f4f1150eb,3,0.349609375,0.845703125,0.15625,0.1171875,50,0.018310546875,1.3333333333333333
train,IMG_4374_HEIC.rf.f6be1994a4b91108e613e58f4f1150eb,4,0.5439453125,0.806640625,0.1708984375,0.1259765625,500,0.021529197692871094,1.3565891472868217
train,IMG_4374_HEIC.rf.f6be1994a4b91108e613e58f4f1150eb,1,0.796875,0.8837890625,0.1982421875,0.146484375,1000,0.029039382934570312,1.3533333333333333
train,IMG_4375_HEIC.rf.e52da48447aff380c47b93e6d422b333,2,0.146484375,0.12109375,0.1630859375,0.126953125,200,0.020704269409179688,1.2846153846153847
train,IMG_4375_HEIC.rf.e52da48447aff380c47b93e6d422b333,2,0.3740234375,0.1162109375,0.17578125,0.140625,200,0.02471923828125,1.25
train,IMG_4375_HEIC.rf.e52da48447aff380c47b93e6d422b333,2,0.6025390625,0.1982421875,0.1826171875,0.140625,200,0.0256805419921875,1.2986111111111112
train,IMG_4375_HEIC.rf.e52da48447aff380c47b93e6d422b333,2,0.828125,0.2587890625,0.1845703125,0.140625,200,0.0259552001953125,1.3125
train,IMG_4375_HEIC.rf.e52da48447aff380c47b93e6d422b333,0,0.3701171875,0.291015625,0.162109375,0.126953125,100,0.020580291748046875,1.2769230769230768
train,IMG_4375_HEIC.rf.e52da48447aff380c47b93e6d422b333,2,0.1826171875,0.3603515625,0.16015625,0.123046875,200,0.01970672607421875,1.3015873015873016
train,IMG_4375_HEIC.rf.e52da48447aff380c47b93e6d422b333,0,0.5859375,0.3466796875,0.173828125,0.12890625,100,0.02240753173828125,1.3484848484848484
train,IMG_4375_HEIC.rf.e52da48447aff380c47b93e6d422b333,1,0.783203125,0.451171875,0.2001953125,0.1513671875,1000,0.030303001403808594,1.3225806451612903
train,IMG_4375_HEIC.rf.e52da48447aff380c47b93e6d422b333,2,0.6259765625,0.546875,0.1630859375,0.123046875,200,0.020067214965820312,1.3253968253968254
train,IMG_4375_HEIC.rf.e52da48447aff380c47b93e6d422b333,0,0.7646484375,0.66015625,0.16796875,0.125,100,0.02099609375,1.34375
train,IMG_4375_HEIC.rf.e52da48447aff380c47b93e6d422b333,1,0.80859375,0.8701171875,0.2021484375,0.146484375,1000,0.029611587524414062,1.38
train,IMG_4375_HEIC.rf.e52da48447aff380c47b93e6d422b333,2,0.384765625,0.431640625,0.173828125,0.1337890625,200,0.023256301879882812,1.2992700729927007
train,IMG_4375_HEIC.rf.e52da48447aff380c47b93e6d422b333,0,0.357421875,0.578125,0.142578125,0.109375,100,0.015594482421875,1.3035714285714286
train,IMG_4375_HEIC.rf.e52da48447aff380c47b93e6d422b333,0,0.5078125,0.6474609375,0.1435546875,0.1064453125,100,0.015280723571777344,1.348623853211009
train,IMG_4375_HEIC.rf.e52da48447aff380c47b93e6d422b333,3,0.369140625,0.8349609375,0.1494140625,0.1142578125,50,0.01707172393798828,1.3076923076923077
train,IMG_4375_HEIC.rf.e52da48447aff380c47b93e6d422b333,4,0.5576171875,0.7958984375,0.1728515625,0.12890625,500,0.022281646728515625,1.3409090909090908
train,IMG_4378_HEIC.rf.48a718afa1420ca74c88d425c2717116,2,0.23828125,0.115234375,0.1513671875,0.1171875,200,0.01773834228515625,1.2916666666666667
train,IMG_4378_HEIC.rf.48a718afa1420ca74c88d425c2717116,2,0.4423828125,0.1103515625,0.1708984375,0.1240234375,200,0.021195411682128906,1.3779527559055118
train,IMG_4378_HEIC.rf.48a718afa1420ca74c88d425c2717116,2,0.6513671875,0.1943359375,0.158203125,0.1259765625,200,0.019929885864257812,1.255813953488372
train,IMG_4378_HEIC.rf.48a718afa1420ca74c88d425c2717116,2,0.8486328125,0.2529296875,0.162109375,0.1259765625,200,0.020421981811523438,1.2868217054263567
train,IMG_4378_HEIC.rf.48a718afa1420ca74c88d425c2717116,0,0.4443359375,0.2744140625,0.1513671875,0.1142578125,100,0.017294883728027344,1.3247863247863247
train,IMG_4378_HEIC.rf.48a718afa1420ca74c88d425c2717116,0,0.6298828125,0.330078125,0.1591796875,0.1142578125,100,0.018187522888183594,1.393162393162393
train,IMG_4378_HEIC.rf.48a718afa1420ca74c88d425c2717116,1,0.806640625,0.423828125,0.1806640625,0.1357421875,1000,0.02452373504638672,1.330935251798561
train,IMG_4378_HEIC.rf.48a718afa1420ca74c88d425c2717116,2,0.6669921875,0.5068359375,0.1494140625,0.1103515625,200,0.016488075256347656,1.3539823008849559
train,IMG_4378_HEIC.rf.48a718afa1420ca74c88d425c2717116,2,0.4521484375,0.4013671875,0.1591796875,0.123046875,200,0.019586563110351562,1.2936507936507937
train,IMG_4378_HEIC.rf.48a718afa1420ca74c88d425c2717116,2,0.265625,0.333984375,0.1513671875,0.11328125,200,0.017147064208984375,1.3362068965517242
train,IMG_4378_HEIC.rf.48a718afa1420ca74c88d425c2717116,3,0.416015625,0.5478515625,0.1376953125,0.103515625,50,0.014253616333007812,1.330188679245283
train,IMG_4378_HEIC.rf.48a718afa1420ca74c88d425c2717116,0,0.568359375,0.5966796875,0.1318359375,0.09765625,100,0.012874603271484375,1.35
train,IMG_4378_HEIC.rf.48a718afa1420ca74c88d425c2717116,0,0.7822265625,0.607421875,0.15234375,0.111328125,100,0.01696014404296875,1.368421052631579
train,IMG_4378_HEIC.rf.48a718afa1420ca74c88d425c2717116,4,0.6064453125,0.7265625,0.1552734375,0.1142578125,500,0.01774120330810547,1.358974358974359
train,IMG_4378_HEIC.rf.48a718afa1420ca74c88d425c2717116,4,0.8271484375,0.8486328125,0.1533203125,0.1123046875,500,0.017218589782714844,1.3652173913043477
train,IMG_4378_HEIC.rf.48a718afa1420ca74c88d425c2717116,4,0.416015625,0.8017578125,0.1484375,0.11328125,500,0.016815185546875,1.3103448275862069
train,IMG_4378_HEIC.rf.48a718afa1420ca74c88d425c2717116,0,0.2421875,0.8251953125,0.1279296875,0.0947265625,100,0.012118339538574219,1.3505154639175259
train,IMG_4378_HEIC.rf.48a718afa1420ca74c88d425c2717116,1,0.2470703125,0.646484375,0.169921875,0.126953125,1000,0.021572113037109375,1.3384615384615384
train,IMG_4379_HEIC.rf.7bb37603e3a79ec3b3e5e3814d493f52,2,0.234375,0.12109375,0.14453125,0.111328125,200,0.01609039306640625,1.2982456140350878
train,IMG_4379_HEIC.rf.7bb37603e3a79ec3b3e5e3814d493f52,2,0.4345703125,0.1162109375,0.158203125,0.12109375,200,0.01915740966796875,1.3064516129032258
train,IMG_4379_HEIC.rf.7bb37603e3a79ec3b3e5e3814d493f52,2,0.6337890625,0.197265625,0.162109375,0.125,200,0.020263671875,1.296875
train,IMG_4379_HEIC.rf.7bb37603e3a79ec3b3e5e3814d493f52,2,0.828125,0.25390625,0.162109375,0.123046875,200,0.019947052001953125,1.3174603174603174
train,IMG_4379_HEIC.rf.7bb37603e3a79ec3b3e5e3814d493f52,0,0.4326171875,0.2734375,0.146484375,0.1103515625,100,0.016164779663085938,1.3274336283185841
train,IMG_4379_HEIC.rf.7bb37603e3a79ec3b3e5e3814d493f52,0,0.61328125,0.3271484375,0.1484375,0.1123046875,100,0.01667022705078125,1.3217391304347825
train,IMG_4379_HEIC.rf.7bb37603e3a79ec3b3e5e3814d493f52,1,0.7841796875,0.4189453125,0.1826171875,0.134765625,1000,0.024610519409179688,1.355072463768116
train,IMG_4379_HEIC.rf.7bb37603e3a79ec3b3e5e3814d493f52,2,0.650390625,0.5009765625,0.1435546875,0.1064453125,200,0.015280723571777344,1.348623853211009
train,IMG_4379_HEIC.rf.7bb37603e3a79ec3b3e5e3814d493f52,2,0.439453125,0.3955078125,0.154296875,0.119140625,200,0.018383026123046875,1.2950819672131149
train,IMG_4379_HEIC.rf.7bb37603e3a79ec3b3e5e3814d493f52,0,0.2607421875,0.330078125,0.14453125,0.109375,100,0.01580810546875,1.3214285714285714
train,IMG_4379_HEIC.rf.7bb37603e3a79ec3b3e5e3814d493f52,3,0.40234375,0.541015625,0.1357421875,0.1005859375,50,0.013653755187988281,1.3495145631067962
train,IMG_4379_HEIC.rf.7bb37603e3a79ec3b3e5e3814d493f52,0,0.552734375,0.58984375,0.1259765625,0.09765625,100,0.012302398681640625,1.29
train,IMG_4379_HEIC.rf.7bb37603e3a79ec3b3e5e3814d493f52,0,0.765625,0.603515625,0.1484375,0.107421875,100,0.0159454345703125,1.3818181818181818
train,IMG_4379_HEIC.rf.7bb37603e3a79ec3b3e5e3814d493f52,1,0.232421875,0.63671875,0.169921875,0.125,1000,0.021240234375,1.359375
train,IMG_4379_HEIC.rf.7bb37603e3a79ec3b3e5e3814d493f52,4,0.5908203125,0.71875,0.146484375,0.1103515625,500,0.016164779663085938,1.3274336283185841
train,IMG_4379_HEIC.rf.7bb37603e3a79ec3b3e5e3814d493f52,4,0.806640625,0.84375,0.1513671875,0.11328125,500,0.017147064208984375,1.3362068965517242
train,IMG_4379_HEIC.rf.7bb37603e3a79ec3b3e5e3814d493f52,4,0.57421875,0.86328125,0.1474609375,0.111328125,500,0.016416549682617188,1.3245614035087718
train,IMG_4379_HEIC.rf.7bb37603e3a79ec3b3e5e3814d493f52,4,0.3984375,0.791015625,0.15234375,0.111328125,500,0.01696014404296875,1.368421052631579
train,IMG_4379_HEIC.rf.7bb37603e3a79ec3b3e5e3814d493f52,0,0.228515625,0.810546875,0.1201171875,0.091796875,100,0.011026382446289062,1.3085106382978724
train,IMG_4380_HEIC.rf.a9930386bb9fdd7504d2cf814d6cddad,1,0.2421875,0.62890625,0.1708984375,0.12890625,1000,0.022029876708984375,1.3257575757575757
train,IMG_4380_HEIC.rf.a9930386bb9fdd7504d2cf814d6cddad,1,0.810546875,0.3994140625,0.1796875,0.13671875,1000,0.024566650390625,1.3142857142857143
train,IMG_4380_HEIC.rf.a9930386bb9fdd7504d2cf814d6cddad,0,0.4560546875,0.220703125,0.1552734375,0.1171875,100,0.01819610595703125,1.325
train,IMG_4380_HEIC.rf.a9930386bb9fdd7504d2cf814d6cddad,0,0.63671875,0.3173828125,0.1533203125,0.1123046875,100,0.017218589782714844,1.3652173913043477
train,IMG_4380_HEIC.rf.a9930386bb9fdd7504d2cf814d6cddad,0,0.5693359375,0.59765625,0.126953125,0.099609375,100,0.012645721435546875,1.2745098039215685
train,IMG_4380_HEIC.rf.a9930386bb9fdd7504d2cf814d6cddad,0,0.63671875,0.724609375,0.146484375,0.1103515625,100,0.016164779663085938,1.3274336283185841
train,IMG_4380_HEIC.rf.a9930386bb9fdd7504d2cf814d6cddad,0,0.2294921875,0.806640625,0.12890625,0.09765625,100,0.0125885009765625,1.32
train,IMG_4380_HEIC.rf.a9930386bb9fdd7504d2cf814d6cddad,2,0.25,0.0986328125,0.1455078125,0.115234375,200,0.016767501831054688,1.2627118644067796
